"","year","minwage","household","scenario","absolute_poverty","relative_poverty"
"447","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,532
"448","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,532
"449","Üksik mees","Tegelik 2018",6.42,33.62,2018,533
"450","Üksik mees","Ennustatud 2018",6.42,32.75,2018,533
"451","Üksik naine","Tegelik 2018",2.16,22.68,2018,533
"452","Üksik naine","Ennustatud 2018",2.16,20.93,2018,533
"453","Üksikvanem","Tegelik 2018",0.19,30.12,2018,533
"454","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,533
"455","Lasteta paar","Tegelik 2018",0.63,9.31,2018,533
"456","Lasteta paar","Ennustatud 2018",0.63,9.57,2018,533
"457","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,533
"458","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,533
"459","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,533
"460","Kahe lapsega paar","Ennustatud 2018",0,9.26,2018,533
"461","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,533
"462","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,533
"463","Üksik mees","Tegelik 2018",6.42,33.62,2018,534
"464","Üksik mees","Ennustatud 2018",6.42,32.75,2018,534
"465","Üksik naine","Tegelik 2018",2.16,22.68,2018,534
"466","Üksik naine","Ennustatud 2018",2.16,20.93,2018,534
"467","Üksikvanem","Tegelik 2018",0.19,30.12,2018,534
"468","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,534
"469","Lasteta paar","Tegelik 2018",0.63,9.31,2018,534
"470","Lasteta paar","Ennustatud 2018",0.63,9.57,2018,534
"471","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,534
"472","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,534
"473","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,534
"474","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,534
"475","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,534
"476","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,534
"477","Üksik mees","Tegelik 2018",6.42,33.62,2018,535
"478","Üksik mees","Ennustatud 2018",6.42,32.75,2018,535
"479","Üksik naine","Tegelik 2018",2.16,22.68,2018,535
"480","Üksik naine","Ennustatud 2018",2.16,20.93,2018,535
"481","Üksikvanem","Tegelik 2018",0.19,30.12,2018,535
"482","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,535
"483","Lasteta paar","Tegelik 2018",0.63,9.31,2018,535
"484","Lasteta paar","Ennustatud 2018",0.63,9.57,2018,535
"485","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,535
"486","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,535
"487","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,535
"488","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,535
"489","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,535
"490","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,535
"491","Üksik mees","Tegelik 2018",6.42,33.62,2018,536
"492","Üksik mees","Ennustatud 2018",6.42,32.75,2018,536
"493","Üksik naine","Tegelik 2018",2.16,22.68,2018,536
"494","Üksik naine","Ennustatud 2018",2.16,20.93,2018,536
"495","Üksikvanem","Tegelik 2018",0.19,30.12,2018,536
"496","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,536
"497","Lasteta paar","Tegelik 2018",0.63,9.31,2018,536
"498","Lasteta paar","Ennustatud 2018",0.63,9.57,2018,536
"499","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,536
"500","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,536
"501","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,536
"502","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,536
"503","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,536
"504","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,536
"505","Üksik mees","Tegelik 2018",6.42,33.62,2018,537
"506","Üksik mees","Ennustatud 2018",6.42,32.75,2018,537
"507","Üksik naine","Tegelik 2018",2.16,22.68,2018,537
"508","Üksik naine","Ennustatud 2018",2.16,20.93,2018,537
"509","Üksikvanem","Tegelik 2018",0.19,30.12,2018,537
"510","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,537
"511","Lasteta paar","Tegelik 2018",0.63,9.31,2018,537
"512","Lasteta paar","Ennustatud 2018",0.63,9.57,2018,537
"513","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,537
"514","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,537
"515","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,537
"516","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,537
"517","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,537
"518","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,537
"519","Üksik mees","Tegelik 2018",6.42,33.62,2018,538
"520","Üksik mees","Ennustatud 2018",6.42,32.75,2018,538
"521","Üksik naine","Tegelik 2018",2.16,22.68,2018,538
"522","Üksik naine","Ennustatud 2018",2.16,20.93,2018,538
"523","Üksikvanem","Tegelik 2018",0.19,30.12,2018,538
"524","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,538
"525","Lasteta paar","Tegelik 2018",0.63,9.31,2018,538
"526","Lasteta paar","Ennustatud 2018",0.63,9.57,2018,538
"527","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,538
"528","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,538
"529","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,538
"530","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,538
"531","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,538
"532","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,538
"533","Üksik mees","Tegelik 2018",6.42,33.62,2018,539
"534","Üksik mees","Ennustatud 2018",6.42,32.75,2018,539
"535","Üksik naine","Tegelik 2018",2.16,22.68,2018,539
"536","Üksik naine","Ennustatud 2018",2.16,20.93,2018,539
"537","Üksikvanem","Tegelik 2018",0.19,30.12,2018,539
"538","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,539
"539","Lasteta paar","Tegelik 2018",0.63,9.31,2018,539
"540","Lasteta paar","Ennustatud 2018",0.63,9.66,2018,539
"541","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,539
"542","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,539
"543","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,539
"544","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,539
"545","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,539
"546","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,539
"547","Üksik mees","Tegelik 2018",6.42,33.62,2018,540
"548","Üksik mees","Ennustatud 2018",6.42,32.75,2018,540
"549","Üksik naine","Tegelik 2018",2.16,22.68,2018,540
"550","Üksik naine","Ennustatud 2018",2.16,20.93,2018,540
"551","Üksikvanem","Tegelik 2018",0.19,30.12,2018,540
"552","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,540
"553","Lasteta paar","Tegelik 2018",0.63,9.31,2018,540
"554","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,540
"555","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,540
"556","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,540
"557","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,540
"558","Kahe lapsega paar","Ennustatud 2018",0,9.16,2018,540
"559","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,540
"560","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,540
"561","Üksik mees","Tegelik 2018",6.42,33.62,2018,541
"562","Üksik mees","Ennustatud 2018",6.42,32.75,2018,541
"563","Üksik naine","Tegelik 2018",2.16,22.68,2018,541
"564","Üksik naine","Ennustatud 2018",2.16,20.93,2018,541
"565","Üksikvanem","Tegelik 2018",0.19,30.12,2018,541
"566","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,541
"567","Lasteta paar","Tegelik 2018",0.63,9.31,2018,541
"568","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,541
"569","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,541
"570","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,541
"571","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,541
"572","Kahe lapsega paar","Ennustatud 2018",0,9.06,2018,541
"573","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,541
"574","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,541
"575","Üksik mees","Tegelik 2018",6.42,33.62,2018,542
"576","Üksik mees","Ennustatud 2018",6.42,32.75,2018,542
"577","Üksik naine","Tegelik 2018",2.16,22.68,2018,542
"578","Üksik naine","Ennustatud 2018",2.16,20.93,2018,542
"579","Üksikvanem","Tegelik 2018",0.19,30.12,2018,542
"580","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,542
"581","Lasteta paar","Tegelik 2018",0.63,9.31,2018,542
"582","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,542
"583","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,542
"584","Ühe lapsega paar","Ennustatud 2018",0,7.34,2018,542
"585","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,542
"586","Kahe lapsega paar","Ennustatud 2018",0,9.06,2018,542
"587","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,542
"588","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,542
"589","Üksik mees","Tegelik 2018",6.42,33.62,2018,543
"590","Üksik mees","Ennustatud 2018",6.42,32.75,2018,543
"591","Üksik naine","Tegelik 2018",2.16,22.68,2018,543
"592","Üksik naine","Ennustatud 2018",2.16,20.93,2018,543
"593","Üksikvanem","Tegelik 2018",0.19,30.12,2018,543
"594","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,543
"595","Lasteta paar","Tegelik 2018",0.63,9.31,2018,543
"596","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,543
"597","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,543
"598","Ühe lapsega paar","Ennustatud 2018",0,7.48,2018,543
"599","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,543
"600","Kahe lapsega paar","Ennustatud 2018",0,9.06,2018,543
"601","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,543
"602","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,543
"603","Üksik mees","Tegelik 2018",6.42,33.62,2018,544
"604","Üksik mees","Ennustatud 2018",6.42,32.75,2018,544
"605","Üksik naine","Tegelik 2018",2.16,22.68,2018,544
"606","Üksik naine","Ennustatud 2018",2.16,20.93,2018,544
"607","Üksikvanem","Tegelik 2018",0.19,30.12,2018,544
"608","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,544
"609","Lasteta paar","Tegelik 2018",0.63,9.31,2018,544
"610","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,544
"611","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,544
"612","Ühe lapsega paar","Ennustatud 2018",0,7.48,2018,544
"613","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,544
"614","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,544
"615","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,544
"616","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,544
"617","Üksik mees","Tegelik 2018",6.42,33.62,2018,545
"618","Üksik mees","Ennustatud 2018",6.42,32.75,2018,545
"619","Üksik naine","Tegelik 2018",2.16,22.68,2018,545
"620","Üksik naine","Ennustatud 2018",2.16,20.93,2018,545
"621","Üksikvanem","Tegelik 2018",0.19,30.12,2018,545
"622","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,545
"623","Lasteta paar","Tegelik 2018",0.63,9.31,2018,545
"624","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,545
"625","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,545
"626","Ühe lapsega paar","Ennustatud 2018",0,7.48,2018,545
"627","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,545
"628","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,545
"629","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,545
"630","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,545
"631","Üksik mees","Tegelik 2018",6.42,33.62,2018,546
"632","Üksik mees","Ennustatud 2018",6.42,32.75,2018,546
"633","Üksik naine","Tegelik 2018",2.16,22.68,2018,546
"634","Üksik naine","Ennustatud 2018",2.16,20.93,2018,546
"635","Üksikvanem","Tegelik 2018",0.19,30.12,2018,546
"636","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,546
"637","Lasteta paar","Tegelik 2018",0.63,9.31,2018,546
"638","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,546
"639","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,546
"640","Ühe lapsega paar","Ennustatud 2018",0,7.48,2018,546
"641","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,546
"642","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,546
"643","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,546
"644","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,546
"645","Üksik mees","Tegelik 2018",6.42,33.62,2018,547
"646","Üksik mees","Ennustatud 2018",6.42,32.75,2018,547
"647","Üksik naine","Tegelik 2018",2.16,22.68,2018,547
"648","Üksik naine","Ennustatud 2018",2.16,20.93,2018,547
"649","Üksikvanem","Tegelik 2018",0.19,30.12,2018,547
"650","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,547
"651","Lasteta paar","Tegelik 2018",0.63,9.31,2018,547
"652","Lasteta paar","Ennustatud 2018",0.63,9.46,2018,547
"653","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,547
"654","Ühe lapsega paar","Ennustatud 2018",0,7.48,2018,547
"655","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,547
"656","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,547
"657","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,547
"658","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,547
"659","Üksik mees","Tegelik 2018",6.42,33.62,2018,548
"660","Üksik mees","Ennustatud 2018",6.42,32.75,2018,548
"661","Üksik naine","Tegelik 2018",2.16,22.68,2018,548
"662","Üksik naine","Ennustatud 2018",2.16,20.93,2018,548
"663","Üksikvanem","Tegelik 2018",0.19,30.12,2018,548
"664","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,548
"665","Lasteta paar","Tegelik 2018",0.63,9.31,2018,548
"666","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,548
"667","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,548
"668","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,548
"669","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,548
"670","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,548
"671","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,548
"672","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,548
"673","Üksik mees","Tegelik 2018",6.42,33.62,2018,549
"674","Üksik mees","Ennustatud 2018",6.42,32.75,2018,549
"675","Üksik naine","Tegelik 2018",2.16,22.68,2018,549
"676","Üksik naine","Ennustatud 2018",2.16,20.93,2018,549
"677","Üksikvanem","Tegelik 2018",0.19,30.12,2018,549
"678","Üksikvanem","Ennustatud 2018",0.19,31.24,2018,549
"679","Lasteta paar","Tegelik 2018",0.63,9.31,2018,549
"680","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,549
"681","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,549
"682","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,549
"683","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,549
"684","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,549
"685","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,549
"686","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,549
"687","Üksik mees","Tegelik 2018",6.42,33.62,2018,550
"688","Üksik mees","Ennustatud 2018",6.42,32.75,2018,550
"689","Üksik naine","Tegelik 2018",2.16,22.68,2018,550
"690","Üksik naine","Ennustatud 2018",2.16,20.93,2018,550
"691","Üksikvanem","Tegelik 2018",0.19,30.12,2018,550
"692","Üksikvanem","Ennustatud 2018",0.19,30.16,2018,550
"693","Lasteta paar","Tegelik 2018",0.63,9.31,2018,550
"694","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,550
"695","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,550
"696","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,550
"697","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,550
"698","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,550
"699","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,550
"700","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,550
"701","Üksik mees","Tegelik 2018",6.42,33.62,2018,551
"702","Üksik mees","Ennustatud 2018",6.42,32.75,2018,551
"703","Üksik naine","Tegelik 2018",2.16,22.68,2018,551
"704","Üksik naine","Ennustatud 2018",2.16,20.93,2018,551
"705","Üksikvanem","Tegelik 2018",0.19,30.12,2018,551
"706","Üksikvanem","Ennustatud 2018",0.19,30.16,2018,551
"707","Lasteta paar","Tegelik 2018",0.63,9.31,2018,551
"708","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,551
"709","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,551
"710","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,551
"711","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,551
"712","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,551
"713","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,551
"714","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,551
"715","Üksik mees","Tegelik 2018",6.42,33.62,2018,552
"716","Üksik mees","Ennustatud 2018",6.42,32.75,2018,552
"717","Üksik naine","Tegelik 2018",2.16,22.68,2018,552
"718","Üksik naine","Ennustatud 2018",2.16,20.93,2018,552
"719","Üksikvanem","Tegelik 2018",0.19,30.12,2018,552
"720","Üksikvanem","Ennustatud 2018",0.19,30.16,2018,552
"721","Lasteta paar","Tegelik 2018",0.63,9.31,2018,552
"722","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,552
"723","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,552
"724","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,552
"725","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,552
"726","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,552
"727","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,552
"728","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,552
"729","Üksik mees","Tegelik 2018",6.42,33.62,2018,553
"730","Üksik mees","Ennustatud 2018",6.42,32.75,2018,553
"731","Üksik naine","Tegelik 2018",2.16,22.68,2018,553
"732","Üksik naine","Ennustatud 2018",2.16,20.93,2018,553
"733","Üksikvanem","Tegelik 2018",0.19,30.12,2018,553
"734","Üksikvanem","Ennustatud 2018",0.19,30.16,2018,553
"735","Lasteta paar","Tegelik 2018",0.63,9.31,2018,553
"736","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,553
"737","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,553
"738","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,553
"739","Kahe lapsega paar","Tegelik 2018",0,9.74,2018,553
"740","Kahe lapsega paar","Ennustatud 2018",0,9.32,2018,553
"741","Kolme ja enama lapsega paar","Tegelik 2018",0,7.35,2018,553
"742","Kolme ja enama lapsega paar","Ennustatud 2018",0,7.35,2018,553
"743","Üksik mees","Tegelik 2018",6.42,33.62,2018,554
"744","Üksik mees","Ennustatud 2018",6.42,32.75,2018,554
"745","Üksik naine","Tegelik 2018",2.16,22.68,2018,554
"746","Üksik naine","Ennustatud 2018",2.16,20.93,2018,554
"747","Üksikvanem","Tegelik 2018",0.19,30.12,2018,554
"748","Üksikvanem","Ennustatud 2018",0.19,30.16,2018,554
"749","Lasteta paar","Tegelik 2018",0.63,9.31,2018,554
"750","Lasteta paar","Ennustatud 2018",0.63,9.63,2018,554
"751","Ühe lapsega paar","Tegelik 2018",0,7.35,2018,554
"752","Ühe lapsega paar","Ennustatud 2018",0,7.65,2018,554
